query,google_place_url,business_name,business_domain,business_phone,type,sub_types,category,full_address,borough,street,city,postal_code,state,country,country_code,timezone,lat,lon,review_url,reviews_id,total_reviews,average_rating,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,working_hours,about,description,logo_url,photos_count,photo_url,street_view,price_range,business_status,is_verified,owner_title,owner_link,owner_id,reserving_table_links,booking_appointment_link,place_id,google_id,place_cid
restaurants near new york city,https://www.google.com/maps?cid=269809638508150782,The Harrow New York,theharrownewyork.com, (212) 757-6977,New American restaurant,"New American restaurant, Restaurant",New American restaurant,"720 10th Ave, New York, NY 10019",Manhattan,720 10th Ave,New York,10019,New York,United States,US,America/New_York,40.7642321,-73.9918856,https://search.google.com/local/reviews?placeid=ChIJNwKq-VBYwokR_j9BzG-OvgM&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,269809638508150782,326,4.5,"{1: 9, 2: 4, 3: 22, 4: 57, 5: 234}",9,4,22,57,234,"{'Friday': '4–10PM', 'Saturday': '11AM–10PM', 'Sunday': '11AM–10PM', 'Monday': 'Closed', 'Tuesday': '4–10PM', 'Wednesday': '4–10PM', 'Thursday': '4–10PM'}","{'service_options': {'Outdoor seating': True, 'Curbside pickup': True, 'No-contact delivery': True, 'Delivery': True, 'Takeout': True, 'Dine-in': True}, 'highlights': {'Fast service': True, 'Great dessert': True}, 'popular_for': {'Lunch': True, 'Dinner': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible restroom': True, 'Wheelchair accessible seating': True}, 'offerings': {'Alcohol': True, 'Beer': True, 'Cocktails': True, 'Coffee': True, 'Comfort food': True, 'Hard liquor': True, 'Late-night food': True, 'Small plates': True, 'Vegetarian options': True, 'Wine': True}, 'dining_options': {'Breakfast': True, 'Brunch': True, 'Lunch': True, 'Dinner': True, 'Catering': True, 'Dessert': True, 'Seating': True}, 'amenities': {'Bar onsite': True, 'Restroom': True}, 'atmosphere': {'Casual': True, 'Cozy': True, 'Romantic': True, 'Upscale': True}, 'crowd': {'Groups': True, 'LGBTQ+ friendly': True, 'Transgender safespace': True}, 'planning': {'Dinner reservations recommended': True, 'Accepts reservations': True}, 'payments': {'Debit cards': True, 'Credit cards': False}}",,https://lh5.googleusercontent.com/-k-gju2mi5oY/AAAAAAAAAAI/AAAAAAAAAAA/DyhvMpOY5s4/s44-p-k-no-ns-nd/photo.jpg,342+,https://lh5.googleusercontent.com/p/AF1QipOCNj_ExedxPxRYO0nFvegAELWL1hfAIwDPpcm0=w1600-h1000-k-no,,,Operational,True,The Harrow New York (Owner),https://www.google.com/maps/contrib/112558455398676334099,112558455398676334099,https://www.opentable.com/restaurant/profile/1010476?ref=1068,https://www.theharrownewyork.com/reservations,ChIJNwKq-VBYwokR_j9BzG-OvgM,0x89c25850f9aa0237:0x3be8e6fcc413ffe,269809638508150782
restaurants near new york city,https://www.google.com/maps?cid=15364855103703054205,Sophie's Cuban Cuisine - Financial District,sophiescuban.com, (212) 608-6769,Cuban restaurant,Cuban restaurant,restaurants,"76 Fulton St, New York, NY 10038",Manhattan,76 Fulton St,New York,10038,New York,United States,US,America/New_York,40.708932999999995,-74.0055381,https://search.google.com/local/reviews?placeid=ChIJ7dxo9HoO6IkRfXeRcU_uOtU&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,-3081888970006497411,989,4.2,"{1: 51, 2: 38, 3: 108, 4: 258, 5: 534}",51,38,108,258,534,"{'Friday': '10:30AM–7:45PM', 'Saturday': '11AM–7:15PM', 'Sunday': '11AM–7:15PM', 'Monday': '10:30AM–7:45PM', 'Tuesday': '10:30AM–7:45PM', 'Wednesday': '10:30AM–7:45PM', 'Thursday': '10:30AM–7:45PM'}","{'service_options': {'No-contact delivery': True, 'Delivery': True, 'Takeout': True, 'Dine-in': True}, 'highlights': {'Fast service': True}, 'popular_for': {'Lunch': True, 'Dinner': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible restroom': True, 'Wheelchair accessible seating': True, 'Wheelchair accessible parking lot': True}, 'offerings': {'Alcohol': True, 'Beer': True, 'Coffee': True, 'Comfort food': True, 'Quick bite': True, 'Small plates': True}, 'dining_options': {'Lunch': True, 'Dinner': True, 'Catering': True, 'Dessert': True}, 'amenities': {'Good for kids': True, 'Restroom': True}, 'atmosphere': {'Casual': True}, 'crowd': {'Groups': True, 'Tourists': True}, 'planning': {'Accepts reservations': True}, 'payments': {'Debit cards': True, 'NFC mobile payments': True, 'Credit cards': False}}","Relaxed counter-serve chain dishing up traditional Cuban dishes, plus some Peruvian entrees.",https://lh5.googleusercontent.com/-eSSABmz5-4c/AAAAAAAAAAI/AAAAAAAAAAA/WpLB3JmTcFc/s44-p-k-no-ns-nd/photo.jpg,303+,https://lh5.googleusercontent.com/p/AF1QipMmd6fp2o0VP1-waNSyIkWljGn7S3Uw79218LRp=w1600-h1000-k-no,,$,Operational,True,Sophie's Cuban Cuisine - Financial District (Owner),https://www.google.com/maps/contrib/101878848714043638359,101878848714043638359,,,ChIJ7dxo9HoO6IkRfXeRcU_uOtU,0x89e80e7af468dced:0xd53aee4f7191777d,15364855103703054205
restaurants near new york city,https://www.google.com/maps?cid=13895450445085357160,Da Claudio,daclaudionyc.com, (212) 285-2668,Italian restaurant,"Italian restaurant, Cocktail bar, Restaurant",restaurants,"21 Ann St, New York, NY 10038",Manhattan,21 Ann St,New York,10038,New York,United States,US,America/New_York,40.710834,-74.00761109999999,https://search.google.com/local/reviews?placeid=ChIJ94xVbhhawokRaDRb_Y6O1sA&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,-4551293628624194456,619,4.4,"{1: 18, 2: 25, 3: 46, 4: 149, 5: 381}",18,25,46,149,381,"{'Friday': '12–3PM', 'Saturday': '5–11PM', 'Sunday': '5–10PM', 'Monday': '5–10PM', 'Tuesday': '12–3PM', 'Wednesday': '12–3PM', 'Thursday': '12–3PM'}","{'service_options': {'Outdoor seating': True, 'No-contact delivery': True, 'Delivery': True, 'Takeout': True, 'Dine-in': True}, 'highlights': {'Fast service': True, 'Great coffee': True, 'Great dessert': True}, 'popular_for': {'Lunch': True, 'Dinner': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible restroom': True, 'Wheelchair accessible seating': True}, 'offerings': {'Alcohol': True, 'Beer': True, 'Cocktails': True, 'Coffee': True, 'Comfort food': True, 'Happy hour drinks': True, 'Happy hour food': True, 'Hard liquor': True, ""Kids' menu"": True, 'Small plates': True, 'Vegetarian options': True, 'Wine': True}, 'dining_options': {'Lunch': True, 'Dinner': True, 'Catering': True, 'Counter service': True, 'Dessert': True, 'Seating': True}, 'amenities': {'Bar onsite': True, 'Dogs allowed': True, 'Gender-neutral restroom': True, 'Good for kids': True, 'High chairs': True, 'Restroom': True, 'Wi-Fi': False}, 'atmosphere': {'Casual': True, 'Cozy': True, 'Romantic': True}, 'crowd': {'Groups': True, 'Tourists': True}, 'planning': {'Dinner reservations recommended': True, 'Accepts reservations': True}, 'payments': {'Debit cards': True, 'Credit cards': False}}",This white-tiled Italian bar offers small plates & higher-end entrees to go with wine & cocktails.,https://lh6.googleusercontent.com/-bwXD_LLG2HY/AAAAAAAAAAI/AAAAAAAAAAA/wLU_Q108zyQ/s44-p-k-no-ns-nd/photo.jpg,491+,https://lh5.googleusercontent.com/p/AF1QipP3pgCPp9-jNRSz-fF0zhoUQCbmUiC2TlTJ-3or=w1600-h1000-k-no,,$$,Operational,True,Da Claudio (Owner),https://www.google.com/maps/contrib/117923942546432261482,117923942546432261482,https://www.opentable.com/restaurant/profile/158914?ref=1068,,ChIJ94xVbhhawokRaDRb_Y6O1sA,0x89c25a186e558cf7:0xc0d68e8efd5b3468,13895450445085357160
restaurants near new york city,https://www.google.com/maps?cid=7408597519704177354,Gran Morsi,granmorsi.com, (212) 577-2725,Italian restaurant,"Italian restaurant, Restaurant",restaurants,"22 Warren St, New York, NY 10007",Manhattan,22 Warren St,New York,10007,New York,United States,US,America/New_York,40.714315,-74.007766,https://search.google.com/local/reviews?placeid=ChIJSYuuSx9awokRyrrOFTGg0GY&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,7408597519704177354,469,4.4,"{1: 14, 2: 14, 3: 29, 4: 127, 5: 285}",14,14,29,127,285,"{'Friday': '5–10:30PM', 'Saturday': '5–10:30PM', 'Sunday': 'Closed', 'Monday': '5–10:30PM', 'Tuesday': '5–10:30PM', 'Wednesday': '5–10:30PM', 'Thursday': '5–10:30PM'}","{'service_options': {'Outdoor seating': True, 'Curbside pickup': True, 'No-contact delivery': True, 'Delivery': True, 'Takeout': True, 'Dine-in': True}, 'highlights': {'Fast service': True, 'Great dessert': True}, 'popular_for': {'Lunch': True, 'Dinner': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible restroom': True, 'Wheelchair accessible seating': True}, 'offerings': {'Alcohol': True, 'Beer': True, 'Cocktails': True, 'Coffee': True, 'Comfort food': True, 'Happy hour drinks': True, 'Happy hour food': True, 'Hard liquor': True, 'Organic dishes': True, 'Small plates': True, 'Vegetarian options': True, 'Wine': True}, 'dining_options': {'Brunch': True, 'Dinner': True, 'Catering': True, 'Dessert': True, 'Seating': True}, 'amenities': {'Bar onsite': True, 'Gender-neutral restroom': True, 'Good for kids': True, 'High chairs': True, 'Restroom': True, 'Wi-Fi': False}, 'atmosphere': {'Cozy': True, 'Romantic': True, 'Upscale': True}, 'crowd': {'Family-friendly': True, 'Groups': True, 'LGBTQ+ friendly': True}, 'planning': {'Dinner reservations recommended': True, 'Accepts reservations': True}, 'payments': {'Debit cards': True, 'NFC mobile payments': True}}","Airy place serving classic & modern Italian shared plates, plus brick-oven pizzas & cocktails.",https://lh5.googleusercontent.com/-4drf__WE7l4/AAAAAAAAAAI/AAAAAAAAAAA/D-W3mpVdY-0/s44-p-k-no-ns-nd/photo.jpg,411+,https://lh5.googleusercontent.com/p/AF1QipNuXlFaX1ffsSVNP-giIC--rvi5CFJtpGeAwCj-=w1600-h1000-k-no,,$$,Operational,True,Gran Morsi (Owner),https://www.google.com/maps/contrib/105416581235698594520,105416581235698594520,http://www.granmorsi.com/reservations,https://www.opentable.com/restaurant/profile/151951?ref=1068,ChIJSYuuSx9awokRyrrOFTGg0GY,0x89c25a1f4bae8b49:0x66d0a03115cebaca,7408597519704177354
restaurants near new york city,https://www.google.com/maps?cid=10825722288044126588,CUT by Wolfgang Puck,wolfgangpuck.com, (646) 880-1995,Restaurant,"Restaurant, Bar, Cocktail bar, Steak house",restaurants,"99 Church St, New York, NY 10007",Manhattan,99 Church St,New York,10007,New York,United States,US,America/New_York,40.712855399999995,-74.0093466,https://search.google.com/local/reviews?placeid=ChIJ87qt5hhawokRfDHmVxCxPJY&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,-7621021785665425028,512,4.4,"{1: 24, 2: 10, 3: 44, 4: 102, 5: 332}",24,10,44,102,332,"{'Friday': '7AM–12AM', 'Saturday': '7AM–12AM', 'Sunday': '7AM–12AM', 'Monday': '7AM–12AM', 'Tuesday': '7AM–12AM', 'Wednesday': '7AM–12AM', 'Thursday': '7AM–12AM'}","{'service_options': {'Outdoor seating': True, 'Curbside pickup': True, 'No-contact delivery': True, 'Delivery': True, 'Takeout': True, 'Dine-in': True}, 'highlights': {'Great beer selection': True, 'Great cocktails': True, 'Great coffee': True, 'Great dessert': True, 'Great wine list': True}, 'popular_for': {'Lunch': True, 'Dinner': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible elevator': True, 'Wheelchair accessible entrance': True, 'Wheelchair accessible restroom': True, 'Wheelchair accessible seating': True}, 'offerings': {'Alcohol': True, 'Beer': True, 'Cocktails': True, 'Coffee': True, 'Comfort food': True, 'Halal food': True, 'Hard liquor': True, 'Late-night food': True, 'Organic dishes': True, 'Small plates': True, 'Wine': True}, 'dining_options': {'Breakfast': True, 'Brunch': True, 'Lunch': True, 'Dinner': True, 'Dessert': True, 'Seating': True}, 'amenities': {'Bar onsite': True, 'Gender-neutral restroom': True, 'Good for kids': True, 'High chairs': True, 'Restroom': True, 'Wi-Fi': False}, 'atmosphere': {'Cozy': True, 'Romantic': True, 'Upscale': True}, 'crowd': {'Family-friendly': True, 'Groups': True, 'LGBTQ+ friendly': True, 'Tourists': True, 'Transgender safespace': True}, 'planning': {'Lunch reservations recommended': True, 'Reservations required': True, 'Dinner reservations recommended': True, 'Accepts reservations': True}, 'payments': {'Debit cards': True, 'NFC mobile payments': True, 'Credit cards': False}}","Part of Wolfgang Puck's international steakhouse group, with a handsome dining room & lounge.",https://lh6.googleusercontent.com/-Sex6H63vCDM/AAAAAAAAAAI/AAAAAAAAAAA/6BZlnMPF5s0/s44-p-k-no-ns-nd/photo.jpg,833+,https://lh5.googleusercontent.com/p/AF1QipNfjZ5OmYgXBStUcuX_zaacScmkUDzW2D2l7_oE=w1600-h1000-k-no,,$$$,Operational,True,CUT by Wolfgang Puck (Owner),https://www.google.com/maps/contrib/115754307921973909042,115754307921973909042,https://www.sevenrooms.com/reservations/cutnyc,https://wolfgangpuck.com/dining/cut-new-york/,ChIJ87qt5hhawokRfDHmVxCxPJY,0x89c25a18e6adbaf3:0x963cb11057e6317c,10825722288044126588
restaurants near new york city,https://www.google.com/maps?cid=7298340055988969067,Le Bernardin,le-bernardin.com, (212) 554-1515,French restaurant,"French restaurant, Fine dining restaurant, Restaurant",restaurants,"155 W 51st St, New York, NY 10019",Manhattan,155 W 51st St,New York,10019,New York,United States,US,America/New_York,40.7614218,-73.9817558,https://search.google.com/local/reviews?placeid=ChIJV7QQ6kdZwokRax4615zpSGU&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,7298340055988969067,2794,4.6,"{1: 79, 2: 56, 3: 114, 4: 328, 5: 2217}",79,56,114,328,2217,"{'Friday': '12–2:30PM', 'Saturday': '5–11PM', 'Sunday': 'Closed', 'Monday': '12–2:30PM', 'Tuesday': '12–2:30PM', 'Wednesday': '12–2:30PM', 'Thursday': '12–2:30PM'}","{'service_options': {'Delivery': True, 'Takeout': True, 'Dine-in': True}, 'highlights': {'Great coffee': True, 'Great dessert': True}, 'popular_for': {'Dinner': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible restroom': True, 'Wheelchair accessible seating': True}, 'offerings': {'Alcohol': True, 'Beer': True, 'Cocktails': True, 'Coffee': True, 'Hard liquor': True, 'Wine': True}, 'dining_options': {'Breakfast': True, 'Brunch': True, 'Lunch': True, 'Dinner': True, 'Catering': True, 'Dessert': True}, 'amenities': {'Bar onsite': True, 'Restroom': True}, 'atmosphere': {'Cozy': True, 'Romantic': True, 'Upscale': True}, 'planning': {'Reservations required': True, 'Dinner reservations recommended': True, 'Accepts reservations': True}}","Elite French restaurant offers chef Eric Ripert's refined seafood, expert service & luxurious decor.",https://lh6.googleusercontent.com/-rrfxHjGSgOs/AAAAAAAAAAI/AAAAAAAAAAA/AQJYn-QyeP4/s44-p-k-no-ns-nd/photo.jpg,11273+,https://lh5.googleusercontent.com/p/AF1QipOuQXKJ4tizGEKcLMvYFPt6e8dK4c1Mss3lOZUN=w1600-h1000-k-no,,$$$$,Operational,True,Le Bernardin (Owner),https://www.google.com/maps/contrib/115905577699222407965,115905577699222407965,https://resy.com/cities/ny/le-bernardin-and-broadway,,ChIJV7QQ6kdZwokRax4615zpSGU,0x89c25947ea10b457:0x6548e99cd73a1e6b,7298340055988969067
restaurants near new york city,https://www.google.com/maps?cid=16412809112941206785,Brooklyn Chop House Steakhouse Downtown NYC,brooklynchophouse.com, (212) 619-1200,Steak house,Steak house,restaurants,"150 Nassau St, New York, NY 10038",Manhattan,150 Nassau St,New York,10038,New York,United States,US,America/New_York,40.711531699999995,-74.0058832,https://search.google.com/local/reviews?placeid=ChIJfzUD4QJbwokRAZ0n7-0CxuM&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,-2033934960768344831,1523,4.2,"{1: 114, 2: 75, 3: 102, 4: 279, 5: 953}",114,75,102,279,953,"{'Friday': '4PM–12AM', 'Saturday': '4PM–12AM', 'Sunday': '4PM–12AM', 'Monday': '4PM–12AM', 'Tuesday': '4PM–12AM', 'Wednesday': '4PM–12AM', 'Thursday': '4PM–12AM'}","{'from_the_business': {'Identifies as Black-owned': True, 'Identifies as veteran-owned': True}, 'service_options': {'Outdoor seating': True, 'No-contact delivery': True, 'Delivery': True, 'Drive-through': True, 'Takeout': True, 'Dine-in': True}, 'highlights': {'Fast service': True, 'Great dessert': True}, 'popular_for': {'Lunch': True, 'Dinner': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible restroom': True, 'Wheelchair accessible seating': True}, 'offerings': {'Alcohol': True, 'Beer': True, 'Cocktails': True, 'Coffee': True, 'Comfort food': True, 'Happy hour drinks': True, 'Happy hour food': True, 'Hard liquor': True, 'Healthy options': True, 'Late-night food': True, 'Small plates': True, 'Wine': True}, 'dining_options': {'Brunch': True, 'Lunch': True, 'Dinner': True, 'Dessert': True, 'Seating': True}, 'amenities': {'Bar onsite': True, 'High chairs': True, 'Restroom': True}, 'atmosphere': {'Casual': True, 'Cozy': True, 'Romantic': True, 'Upscale': True}, 'crowd': {'Groups': True, 'LGBTQ+ friendly': True, 'Tourists': True, 'Transgender safespace': True}, 'planning': {'Dinner reservations recommended': True, 'Accepts reservations': True}, 'payments': {'Debit cards': True, 'NFC mobile payments': True, 'Credit cards': False}}","Chic restaurant/bar offering American steakhouse fare, Chinese dumplings, Peking duck & more.",https://lh5.googleusercontent.com/-xUZOfbHIGn8/AAAAAAAAAAI/AAAAAAAAAAA/-wWg1YJezdE/s44-p-k-no-ns-nd/photo.jpg,1972+,https://lh5.googleusercontent.com/p/AF1QipOfAIYCwk_BBUHOG35VnNECUmvPGwf5EtFRi824=w1600-h1000-k-no,,$$$,Operational,True,Brooklyn Chop House Steakhouse Downtown NYC (Owner),https://www.google.com/maps/contrib/108280219416655779748,108280219416655779748,https://www.opentable.com/restaurant/profile/1017331?ref=1068,,ChIJfzUD4QJbwokRAZ0n7-0CxuM,0x89c25b02e103357f:0xe3c602edef279d01,16412809112941206785
restaurants near new york city,https://www.google.com/maps?cid=2975234135803511093,Olio e Più,olioepiu.com, (212) 243-6546,Italian restaurant,"Italian restaurant, Restaurant",restaurants,"3 Greenwich Ave, New York, NY 10014",Manhattan,3 Greenwich Ave,New York,10014,New York,United States,US,America/New_York,40.7338794,-73.99994079999999,https://search.google.com/local/reviews?placeid=ChIJ_RUJvZZZwokRNUEv3K4nSik&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,2975234135803511093,4788,4.6,"{1: 99, 2: 100, 3: 247, 4: 664, 5: 3678}",99,100,247,664,3678,"{'Friday': '11AM–12AM', 'Saturday': '10AM–12AM', 'Sunday': '10AM–12AM', 'Monday': '11AM–12AM', 'Tuesday': '11AM–12AM', 'Wednesday': '11AM–12AM', 'Thursday': '11AM–12AM'}","{'service_options': {'Outdoor seating': True, 'Curbside pickup': True, 'Delivery': True, 'Takeout': True, 'Dine-in': True}, 'highlights': {'Fast service': True, 'Great coffee': True, 'Great dessert': True}, 'popular_for': {'Lunch': True, 'Dinner': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible seating': True, 'Wheelchair accessible parking lot': True}, 'offerings': {'Alcohol': True, 'Beer': True, 'Cocktails': True, 'Coffee': True, 'Comfort food': True, 'Happy hour drinks': True, 'Hard liquor': True, 'Late-night food': True, 'Organic dishes': True, 'Small plates': True, 'Wine': True}, 'dining_options': {'Breakfast': True, 'Brunch': True, 'Lunch': True, 'Dinner': True, 'Catering': True, 'Dessert': True, 'Seating': True}, 'amenities': {'Bar onsite': True, 'High chairs': True, 'Restroom': True}, 'atmosphere': {'Casual': True, 'Cozy': True, 'Romantic': True}, 'crowd': {'Groups': True, 'Tourists': True}, 'planning': {'Lunch reservations recommended': True, 'Dinner reservations recommended': True, 'Accepts reservations': True, 'Usually a wait': True}, 'payments': {'Debit cards': True, 'NFC mobile payments': True, 'Credit cards': False}}","Naples meets NYC at this trattoria with thin-crust pizza, Italian wines & ample sidewalk seating.",https://lh4.googleusercontent.com/-6jMM7nScHc0/AAAAAAAAAAI/AAAAAAAAAAA/Q8fbNxbCYLw/s44-p-k-no-ns-nd/photo.jpg,3994+,https://lh5.googleusercontent.com/p/AF1QipPL7AoAPlesREiHY1Fwt4Pt19gwyI5a-2_nnfJr=w1600-h1000-k-no,,$$,Operational,True,Olio e Più (Owner),https://www.google.com/maps/contrib/118189909757125953671,118189909757125953671,https://www.opentable.com/restaurant/profile/55837?ref=1068,,ChIJ_RUJvZZZwokRNUEv3K4nSik,0x89c25996bd0915fd:0x294a27aedc2f4135,2975234135803511093
restaurants near new york city,https://www.google.com/maps?cid=2038213134992726425,Good eats,,,Korean restaurant,Korean restaurant,restaurants,"2 W 32nd St, New York, NY 10001",Manhattan,2 W 32nd St,New York,10001,New York,United States,US,America/New_York,40.7472193,-73.9861911,,2038213134992726425,,,,,,,,,,"{'service_options': {'Takeout': True, 'Dine-in': True}, 'popular_for': {'Breakfast': True, 'Lunch': True, 'Dinner': True, 'Solo dining': True}, 'offerings': {'Quick bite': True}, 'dining_options': {'Breakfast': True, 'Lunch': True, 'Dinner': True}, 'amenities': {'Good for kids': True}}",,,,,,,Operational,False,Good eats (Owner),,,,,ChIJRwriKV9ZwokRmdnGHwwwSRw,0x89c2595f29e20a47:0x1c49300c1fc6d999,2038213134992726425
restaurants near new york city,https://www.google.com/maps?cid=6693918959431373807,Temple Court,templecourtnyc.com, (212) 658-1848,Fine dining restaurant,"Fine dining restaurant, Bar, New American restaurant, Restaurant",restaurants,"5 Beekman St, New York, NY 10038",Manhattan,5 Beekman St,New York,10038,New York,United States,US,America/New_York,40.7113002,-74.0067691,https://search.google.com/local/reviews?placeid=ChIJPQzEeBhawokR79Mo5NOT5Vw&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,6693918959431373807,1009,4.5,"{1: 33, 2: 20, 3: 46, 4: 184, 5: 726}",33,20,46,184,726,"{'Friday': '5:30–10PM', 'Saturday': '5:30–10PM', 'Sunday': '5:30–9:30PM', 'Monday': '5:30–9:30PM', 'Tuesday': '5:30–10PM', 'Wednesday': '5:30–10PM', 'Thursday': '5:30–10PM'}","{'service_options': {'Dine-in': True, 'Delivery': True, 'Takeout': True}, 'highlights': {'Great coffee': True, 'Great dessert': True, 'Great tea selection': True}, 'popular_for': {'Lunch': True, 'Dinner': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible elevator': True, 'Wheelchair accessible entrance': True, 'Wheelchair accessible restroom': True, 'Wheelchair accessible seating': True}, 'offerings': {'Alcohol': True, 'Beer': True, 'Cocktails': True, 'Coffee': True, 'Comfort food': True, 'Hard liquor': True, 'Late-night food': True, 'Organic dishes': True, 'Small plates': True, 'Vegetarian options': True, 'Wine': True}, 'dining_options': {'Breakfast': True, 'Brunch': True, 'Lunch': True, 'Dinner': True, 'Dessert': True}, 'amenities': {'Bar onsite': True, 'High chairs': True, 'Restroom': True, 'Wi-Fi': False}, 'atmosphere': {'Cozy': True, 'Historic': True, 'Romantic': True, 'Upscale': True}, 'crowd': {'Family-friendly': True, 'Groups': True, 'LGBTQ+ friendly': True, 'Tourists': True, 'Transgender safespace': True}, 'planning': {'Dinner reservations recommended': True, 'Accepts reservations': True, 'Usually a wait': True}, 'payments': {'Debit cards': True, 'Credit cards': False}}",American restaurant by Tom Colicchio in the landmark Beekman hotel with a sumptuous design.,https://lh5.googleusercontent.com/-VlYsaPpYfAo/AAAAAAAAAAI/AAAAAAAAAAA/HQIaTY6lANA/s44-p-k-no-ns-nd/photo.jpg,2461+,https://lh5.googleusercontent.com/p/AF1QipOcNWiOroQ4zttTno6pfpPdimpxpDthr3ao8SH6=w1600-h1000-k-no,,$$$$,Operational,True,Temple Court (Owner),https://www.google.com/maps/contrib/105546069314605154791,105546069314605154791,https://www.templecourtnyc.com/tct-reservations/,https://www.opentable.com/restaurant/profile/264043?ref=1068,ChIJPQzEeBhawokR79Mo5NOT5Vw,0x89c25a1878c40c3d:0x5ce593d3e428d3ef,6693918959431373807
restaurants near new york city,https://www.google.com/maps?cid=8079543871912489920,Koloman,kolomanrestaurant.com, (212) 790-8970,French restaurant,"French restaurant, Austrian restaurant, Restaurant",restaurants,"16 W 29th St, New York, NY 10001",Manhattan,16 W 29th St,New York,10001,New York,United States,US,America/New_York,40.745668699999996,-73.9880941,https://search.google.com/local/reviews?placeid=ChIJUUBMchNZwokRwDOHIFhOIHA&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,8079543871912489920,147,4.5,"{1: 5, 2: 5, 3: 11, 4: 18, 5: 108}",5,5,11,18,108,"{'Friday': '7:30–10:30AM', 'Saturday': '10AM–3PM', 'Sunday': '10AM–2:30PM', 'Monday': '7:30–10:30AM', 'Tuesday': '7:30–10:30AM', 'Wednesday': '7:30–10:30AM', 'Thursday': '7:30–10:30AM'}","{'service_options': {'Dine-in': True}, 'highlights': {'Great coffee': True, 'Great dessert': True}, 'popular_for': {'Dinner': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible restroom': True, 'Wheelchair accessible seating': True}, 'offerings': {'Alcohol': True, 'Beer': True, 'Cocktails': True, 'Coffee': True, 'Happy hour drinks': True, 'Hard liquor': True, 'Small plates': True, 'Vegetarian options': True, 'Wine': True}, 'dining_options': {'Breakfast': True, 'Brunch': True, 'Dinner': True, 'Counter service': True, 'Dessert': True, 'Seating': True}, 'amenities': {'Bar onsite': True, 'Restroom': True, 'Wi-Fi': False}, 'atmosphere': {'Cozy': True, 'Romantic': True}, 'crowd': {'Groups': True, 'Tourists': True}, 'planning': {'Reservations required': True, 'Dinner reservations recommended': True, 'Accepts reservations': True}, 'payments': {'Debit cards': True, 'Credit cards': False}}",,https://lh5.googleusercontent.com/-jjdtvDteX_I/AAAAAAAAAAI/AAAAAAAAAAA/iUA4hBKHBMc/s44-p-k-no-ns-nd/photo.jpg,460+,https://lh5.googleusercontent.com/p/AF1QipN-lItiAPb1FUNjL-0IgSQ6KNNgWlFlvKFreNV2=w1600-h1000-k-no,,,Operational,True,Koloman (Owner),https://www.google.com/maps/contrib/114116298790975778467,114116298790975778467,https://resy.com/cities/ny/koloman,,ChIJUUBMchNZwokRwDOHIFhOIHA,0x89c25913724c4051:0x70204e58208733c0,8079543871912489920
